,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
8024,rgroup_joint_exp_pack,42,2023-04-10,0,26867,408067.020000,14401.950000,36642.400000,50545.878800,116151.000000,29029.000000,25971.000000,15.18841031748985744593739532,1.881336911452711504820039454,0.5360460788327688242081363755
8025,rgroup_joint_exp_pack,72,2023-04-02,0,21315,205718.700000,9031.980000,24495.560000,26528.547500,96521.000000,24190.000000,20487.000000,9.651358198451794510907811400,1.244595238095238095238095238,0.4237382125263898662913441239
8026,rgroup_joint_exp_pack,116,2023-04-06,0,37082,582647.050000,19650.640000,36821.370000,40657.548700,142484.000000,32962.000000,28443.000000,15.71239550186074106035273178,1.096422757672185966236988296,0.5299239523218812361792783561
8027,rgroup_joint_exp_pack,195,2023-04-03,0,3976,9059.400000,69.040000,498.790000,513.800000,17566.000000,3911.000000,2176.000000,2.278521126760563380281690141,0.1292253521126760563380281690,0.01736418511066398390342052314
8029,rgroup_joint_exp_pack,99,2023-04-05,0,15581,104888.820000,426.370000,5039.530000,5459.577700,65799.000000,12273.000000,7577.000000,6.731841345228162505615814133,0.3503996983505551633399653424,0.02736473910532058276105513125
8030,rgroup_joint_exp_pack,300,2023-04-06,0,18941,249458.900000,9192.340000,15845.380000,19826.547900,82121.000000,21357.000000,20508.000000,13.17031307745103215247347025,1.046752964468613061612375271,0.4853143973391056438414022491
8031,rgroup_joint_blank,157,2023-04-17,1,2309,35237.940000,42.300000,1576.720000,2634.680000,10104.000000,2622.000000,2574.000000,15.26112602858380251190991771,1.141048072758770030316154179,0.01831961888263317453443048939
8032,rgroup_joint_blank,356,2023-04-02,1,2,7.350000,0.000000,2.000000,2.000000,8.000000,2.000000,2.000000,3.675000,1.000000,0.000000
8033,rgroup_joint_blank,320,2023-04-14,1,316,2211.200000,0.000000,109.320000,118.840000,894.000000,311.000000,237.000000,6.997468354430379746835443038,0.3760759493670886075949367089,0.000000
8034,rgroup_joint_blank,129,2023-04-15,1,178,321.020000,0.000000,91.020000,96.090000,752.000000,137.000000,58.000000,1.803483146067415730337078652,0.5398314606741573033707865169,0.000000
8035,rgroup_joint_blank,209,2023-04-07,1,77,663.040000,0.000000,48.500000,49.440000,294.000000,58.000000,50.000000,8.610909090909090909090909091,0.6420779220779220779220779221,0.000000
8036,rgroup_joint_blank,350,2023-04-16,1,226,2550.610000,0.000000,194.990000,203.380000,1064.000000,288.000000,249.000000,11.28588495575221238938053097,0.8999115044247787610619469027,0.000000
8037,rgroup_joint_exp_pack,332,2023-04-16,0,263,57.090000,0.000000,6.940000,7.440000,618.000000,161.000000,161.000000,0.2170722433460076045627376426,0.02828897338403041825095057034,0.000000
8038,rgroup_joint_blank,248,2023-04-14,1,517,4318.320000,0.000000,292.250000,323.650000,2177.000000,477.000000,391.000000,8.352649903288201160541586074,0.6260154738878143133462282398,0.000000
8040,rgroup_joint_blank,185,2023-04-10,1,540,3843.330000,2.980000,246.670000,269.700000,2214.000000,521.000000,342.000000,7.117277777777777777777777778,0.4994444444444444444444444444,0.005518518518518518518518518519
8041,rgroup_joint_blank,277,2023-04-06,1,33,447.970000,0.000000,14.210000,19.260000,101.000000,16.000000,16.000000,13.57484848484848484848484848,0.5836363636363636363636363636,0.000000
8042,rgroup_joint_blank,271,2023-04-01,1,94,1289.920000,3.670000,39.540000,62.240000,379.000000,104.000000,104.000000,13.72255319148936170212765957,0.6621276595744680851063829787,0.03904255319148936170212765957
8043,rgroup_joint_blank,125,2023-04-03,1,368,3924.160000,74.920000,288.620000,324.500000,1765.000000,389.000000,334.000000,10.66347826086956521739130435,0.8817934782608695652173913043,0.2035869565217391304347826087
8044,rgroup_joint_exp_pack,362,2023-04-10,0,374,5202.960000,236.470000,329.840000,355.520000,1513.000000,241.000000,241.000000,13.91165775401069518716577540,0.9505882352941176470588235294,0.6322727272727272727272727273
8046,rgroup_joint_blank,338,2023-04-17,1,30,378.330000,0.000000,16.020000,16.020000,138.000000,30.000000,23.000000,12.611000,0.534000,0.000000
8047,rgroup_joint_exp_pack,342,2023-04-09,0,35,0.000000,0.000000,0.000000,0.000000,56.000000,12.000000,12.000000,0.000000,0.000000,0.000000
8048,rgroup_joint_blank,324,2023-04-14,1,73,91.570000,0.000000,0.000000,0.000000,213.000000,76.000000,41.000000,1.254383561643835616438356164,0.000000,0.000000
8049,rgroup_joint_blank,348,2023-04-10,1,340,3608.790000,3.450000,139.330000,162.740000,1453.000000,413.000000,391.000000,10.61408823529411764705882353,0.4786470588235294117647058824,0.01014705882352941176470588235
8050,rgroup_joint_blank,146,2023-04-01,1,268,4857.440000,1.190000,188.750000,282.120000,1228.000000,323.000000,283.000000,18.12477611940298507462686567,1.052686567164179104477611940,0.004440298507462686567164179104
8052,rgroup_joint_exp_pack,313,2023-04-06,0,151,75.750000,0.000000,10.460000,10.460000,576.000000,98.000000,98.000000,0.5016556291390728476821192053,0.06927152317880794701986754967,0.000000
8053,rgroup_joint_blank,348,2023-04-19,1,344,3600.720000,0.000000,108.510000,127.553200,1574.000000,425.000000,400.000000,10.46720930232558139534883721,0.3707941860465116279069767442,0.000000
8054,rgroup_joint_blank,300,2023-04-05,1,1090,13977.410000,11.840000,453.940000,705.130000,4882.000000,1262.000000,1206.000000,12.82331192660550458715596330,0.6469082568807339449541284404,0.01086238532110091743119266055
8055,rgroup_joint_blank,360,2023-04-06,1,258,6994.500000,0.000000,236.830000,283.480000,1242.000000,261.000000,261.000000,27.11046511627906976744186047,1.098759689922480620155038760,0.000000
8056,rgroup_joint_blank,326,2023-04-19,1,83,337.760000,0.000000,33.380000,36.010000,384.000000,101.000000,79.000000,4.069397590361445783132530120,0.4338554216867469879518072289,0.000000
8057,rgroup_joint_blank,362,2023-04-17,1,26,90.430000,0.000000,2.000000,2.310000,93.000000,13.000000,13.000000,3.478076923076923076923076923,0.08884615384615384615384615385,0.000000
8058,rgroup_joint_blank,305,2023-04-04,1,929,10905.950000,4.320000,394.010000,558.930000,4155.000000,1074.000000,1027.000000,11.73945102260495156081808396,0.6016469321851453175457481163,0.004650161463939720129171151776
8059,rgroup_joint_blank,166,2023-04-06,1,241,2334.200000,0.000000,94.190000,146.480000,1039.000000,272.000000,221.000000,9.685477178423236514522821577,0.6078008298755186721991701245,0.000000
8060,rgroup_joint_blank,260,2023-04-17,1,367,5362.350000,0.000000,352.960000,433.800000,1737.000000,424.000000,395.000000,14.61130790190735694822888283,1.182016348773841961852861035,0.000000
8061,rgroup_joint_blank,98,2023-04-03,1,500,4601.770000,4.750000,182.530000,217.595800,2339.000000,575.000000,398.000000,9.203540,0.4351916,0.009500
8062,rgroup_joint_blank,308,2023-04-13,1,573,8262.370000,40.540000,263.810000,384.880000,2707.000000,746.000000,707.000000,14.41949389179755671902268761,0.6716928446771378708551483421,0.07075043630017452006980802792
8063,rgroup_joint_blank,328,2023-04-04,1,318,596.090000,2.280000,34.560000,36.990000,1102.000000,385.000000,247.000000,1.874496855345911949685534591,0.1163207547169811320754716981,0.007169811320754716981132075472
8065,rgroup_joint_blank,325,2023-04-02,1,9,24.280000,0.000000,2.250000,2.250000,36.000000,12.000000,11.000000,2.697777777777777777777777778,0.250000,0.000000
8066,rgroup_joint_blank,166,2023-04-12,1,186,2491.910000,0.000000,99.790000,154.940000,847.000000,221.000000,182.000000,13.39736559139784946236559140,0.8330107526881720430107526882,0.000000
8067,rgroup_joint_blank,78,2023-04-19,1,242,1911.380000,0.000000,101.670000,120.490000,1098.000000,240.000000,191.000000,7.898264462809917355371900826,0.4978925619834710743801652893,0.000000
8068,rgroup_joint_blank,232,2023-04-03,1,367,2503.230000,0.000000,123.070000,131.630000,1835.000000,454.000000,370.000000,6.820790190735694822888283379,0.3586648501362397820163487738,0.000000
8069,rgroup_joint_blank,191,2023-04-05,1,166,1035.480000,0.000000,71.140000,75.270000,713.000000,168.000000,139.000000,6.237831325301204819277108434,0.4534337349397590361445783133,0.000000
8070,rgroup_joint_blank,220,2023-04-19,1,327,5488.480000,1.710000,275.950000,318.700000,1483.000000,359.000000,337.000000,16.78434250764525993883792049,0.9746177370030581039755351682,0.005229357798165137614678899083
8071,rgroup_joint_blank,64,2023-04-11,1,335,3443.650000,8.110000,450.480000,486.698800,1475.000000,326.000000,256.000000,10.27955223880597014925373134,1.452832238805970149253731343,0.02420895522388059701492537313
8073,rgroup_joint_blank,273,2023-04-14,1,236,4111.150000,4.700000,114.860000,196.360000,1047.000000,290.000000,290.000000,17.42012711864406779661016949,0.8320338983050847457627118644,0.01991525423728813559322033898
8075,rgroup_joint_blank,334,2023-04-09,1,63,0.000000,0.000000,0.000000,0.000000,255.000000,36.000000,13.000000,0.000000,0.000000,0.000000
8077,rgroup_joint_blank,212,2023-04-09,1,71,0.000000,0.000000,0.000000,0.000000,186.000000,33.000000,6.000000,0.000000,0.000000,0.000000
8078,rgroup_joint_blank,141,2023-04-01,1,165,2106.600000,0.000000,165.690000,175.840000,826.000000,191.000000,142.000000,12.76727272727272727272727273,1.065696969696969696969696970,0.000000
8079,rgroup_joint_blank,185,2023-04-12,1,264,2155.820000,0.000000,77.710000,97.360000,1032.000000,212.000000,133.000000,8.165984848484848484848484848,0.3687878787878787878787878788,0.000000
8080,rgroup_joint_blank,270,2023-04-19,1,270,4683.030000,0.180000,144.620000,219.320000,1160.000000,295.000000,294.000000,17.34455555555555555555555556,0.8122962962962962962962962963,0.0006666666666666666666666666667
8081,rgroup_joint_blank,274,2023-04-16,1,160,4992.740000,4.390000,200.510000,219.270000,591.000000,137.000000,136.000000,31.204625,1.3704375,0.0274375
8082,rgroup_joint_blank,66,2023-04-01,1,95,310.410000,0.000000,28.040000,28.850000,371.000000,52.000000,36.000000,3.267473684210526315789473684,0.3036842105263157894736842105,0.000000
8083,rgroup_joint_blank,150,2023-04-02,1,116,239.370000,0.000000,6.080000,6.440000,292.000000,83.000000,49.000000,2.063534482758620689655172414,0.05551724137931034482758620690,0.000000
8084,rgroup_joint_blank,337,2023-04-02,1,15,42.390000,0.000000,0.000000,0.000000,51.000000,14.000000,9.000000,2.826000,0.000000,0.000000
8085,rgroup_joint_exp_pack,313,2023-04-04,0,142,90.000000,0.000000,4.440000,5.790000,489.000000,74.000000,74.000000,0.6338028169014084507042253521,0.04077464788732394366197183099,0.000000
8086,rgroup_joint_blank,66,2023-04-14,1,302,900.010000,0.000000,129.440000,137.020000,1105.000000,155.000000,98.000000,2.980165562913907284768211921,0.4537086092715231788079470199,0.000000
8087,rgroup_joint_blank,261,2023-04-12,1,243,3340.010000,33.250000,146.260000,175.130000,1076.000000,268.000000,261.000000,13.74489711934156378600823045,0.7206995884773662551440329218,0.1368312757201646090534979424
8088,rgroup_joint_blank,77,2023-04-05,1,87,189.320000,0.000000,20.230000,20.980000,324.000000,49.000000,32.000000,2.176091954022988505747126437,0.2411494252873563218390804598,0.000000
8089,rgroup_joint_blank,262,2023-04-14,1,634,8672.480000,7.370000,394.840000,479.910000,2673.000000,606.000000,535.000000,13.67899053627760252365930599,0.7569558359621451104100946372,0.01162460567823343848580441640
8090,rgroup_joint_exp_pack,327,2023-04-10,0,501,1071.840000,4.540000,84.980000,93.030000,1121.000000,325.000000,292.000000,2.139401197604790419161676647,0.1856886227544910179640718563,0.009061876247504990019960079840
8091,rgroup_joint_blank,252,2023-04-05,1,296,803.080000,0.000000,56.840000,58.390000,1335.000000,306.000000,170.000000,2.713108108108108108108108108,0.1972635135135135135135135135,0.000000
8092,rgroup_joint_blank,197,2023-04-12,1,177,144.930000,0.000000,11.890000,12.140000,667.000000,126.000000,43.000000,0.8188135593220338983050847458,0.06858757062146892655367231638,0.000000
8093,rgroup_joint_blank,249,2023-04-12,1,69,289.030000,0.000000,11.060000,11.340000,259.000000,59.000000,40.000000,4.188840579710144927536231884,0.1643478260869565217391304348,0.000000
8094,rgroup_joint_blank,344,2023-04-15,1,23,98.840000,0.000000,8.560000,9.100000,88.000000,19.000000,8.000000,4.297391304347826086956521739,0.3956521739130434782608695652,0.000000
8095,rgroup_joint_blank,219,2023-04-18,1,168,2048.800000,0.000000,99.280000,117.340000,801.000000,206.000000,189.000000,12.19523809523809523809523810,0.6984523809523809523809523810,0.000000
8096,rgroup_joint_blank,150,2023-04-01,1,102,337.020000,0.000000,29.970000,30.180000,346.000000,102.000000,60.000000,3.304117647058823529411764706,0.2958823529411764705882352941,0.000000
8097,rgroup_joint_exp_pack,352,2023-04-17,0,162,277.180000,2.410000,9.610000,12.240000,676.000000,119.000000,110.000000,1.710987654320987654320987654,0.07555555555555555555555555556,0.01487654320987654320987654321
8099,rgroup_joint_blank,230,2023-04-03,1,132,1057.680000,0.000000,75.820000,77.530000,602.000000,159.000000,131.000000,8.012727272727272727272727273,0.5873484848484848484848484848,0.000000
8101,rgroup_joint_blank,252,2023-04-14,1,163,394.110000,0.000000,31.700000,33.330000,635.000000,128.000000,52.000000,2.417852760736196319018404908,0.2044785276073619631901840491,0.000000
8103,rgroup_joint_exp_pack,312,2023-04-05,0,114,269.220000,0.000000,6.300000,9.980000,397.000000,57.000000,57.000000,2.361578947368421052631578947,0.08754385964912280701754385965,0.000000
8104,rgroup_joint_exp_pack,349,2023-04-12,0,56,111.000000,0.000000,5.000000,5.000000,148.000000,36.000000,36.000000,1.982142857142857142857142857,0.08928571428571428571428571429,0.000000
8105,rgroup_joint_blank,247,2023-04-12,1,105,861.820000,0.000000,56.270000,61.490000,471.000000,121.000000,96.000000,8.207809523809523809523809524,0.5856190476190476190476190476,0.000000
8106,rgroup_joint_exp_pack,342,2023-04-06,0,30,0.000000,0.000000,0.000000,0.000000,62.000000,8.000000,8.000000,0.000000,0.000000,0.000000
8108,rgroup_joint_blank,214,2023-04-06,1,10,0.000000,0.000000,0.000000,0.000000,44.000000,7.000000,6.000000,0.000000,0.000000,0.000000
8109,rgroup_joint_blank,69,2023-04-08,1,304,828.390000,0.000000,72.910000,75.240000,1341.000000,262.000000,138.000000,2.724967105263157894736842105,0.247500,0.000000
8110,rgroup_joint_blank,181,2023-04-11,1,105,983.720000,0.000000,110.630000,122.000000,429.000000,111.000000,103.000000,9.368761904761904761904761905,1.161904761904761904761904762,0.000000
8111,rgroup_joint_blank,311,2023-04-02,1,41,586.130000,0.000000,24.120000,34.310000,188.000000,55.000000,54.000000,14.29585365853658536585365854,0.8368292682926829268292682927,0.000000
8112,rgroup_joint_blank,77,2023-04-08,1,58,199.730000,0.000000,5.000000,7.260000,216.000000,35.000000,19.000000,3.443620689655172413793103448,0.1251724137931034482758620690,0.000000
8113,rgroup_joint_exp_pack,349,2023-04-17,0,55,0.000000,0.000000,0.000000,0.000000,135.000000,25.000000,25.000000,0.000000,0.000000,0.000000
8114,rgroup_joint_blank,150,2023-04-07,1,484,2098.780000,0.000000,163.010000,169.060000,1418.000000,396.000000,200.000000,4.336322314049586776859504132,0.3492975206611570247933884298,0.000000
8115,rgroup_joint_blank,354,2023-04-16,1,19,11.580000,0.000000,0.000000,0.350000,73.000000,18.000000,15.000000,0.6094736842105263157894736842,0.01842105263157894736842105263,0.000000
8116,rgroup_joint_blank,208,2023-04-11,1,18,50.400000,0.000000,4.200000,4.570000,47.000000,18.000000,10.000000,2.800000,0.2538888888888888888888888889,0.000000
8117,rgroup_joint_blank,334,2023-04-04,1,128,46.260000,0.000000,4.000000,4.000000,586.000000,132.000000,82.000000,0.36140625,0.031250,0.000000
8119,rgroup_joint_blank,126,2023-04-11,1,89,431.380000,0.850000,34.340000,38.830000,413.000000,94.000000,74.000000,4.846966292134831460674157303,0.4362921348314606741573033708,0.009550561797752808988764044944
8120,rgroup_joint_exp_pack,343,2023-04-06,0,56,0.000000,0.000000,0.000000,0.000000,212.000000,25.000000,25.000000,0.000000,0.000000,0.000000
8121,rgroup_joint_blank,351,2023-04-14,1,258,2602.310000,0.000000,181.790000,189.660000,1097.000000,287.000000,247.000000,10.08647286821705426356589147,0.7351162790697674418604651163,0.000000
8123,rgroup_joint_blank,274,2023-04-18,1,107,1970.380000,0.000000,87.520000,104.570000,430.000000,99.000000,97.000000,18.41476635514018691588785047,0.9772897196261682242990654206,0.000000
8124,rgroup_joint_exp_pack,217,2023-04-07,0,245,62.010000,0.000000,8.580000,9.510000,876.000000,138.000000,84.000000,0.2531020408163265306122448980,0.03881632653061224489795918367,0.000000
8125,rgroup_joint_exp_pack,213,2023-04-04,0,200,0.000000,0.000000,0.000000,0.000000,773.000000,93.000000,62.000000,0.000000,0.000000,0.000000
8127,rgroup_joint_exp_pack,239,2023-04-13,0,63,15.130000,0.000000,0.000000,0.250000,254.000000,23.000000,22.000000,0.2401587301587301587301587302,0.003968253968253968253968253968,0.000000
8128,rgroup_joint_blank,169,2023-04-18,1,79,113.230000,0.000000,1.620000,1.880000,210.000000,61.000000,46.000000,1.433291139240506329113924051,0.02379746835443037974683544304,0.000000
8129,rgroup_joint_blank,193,2023-04-02,1,247,1856.910000,0.000000,194.510000,216.570000,1005.000000,236.000000,193.000000,7.517854251012145748987854251,0.8768016194331983805668016194,0.000000
8130,rgroup_joint_exp_pack,340,2023-04-09,0,35,0.000000,0.000000,0.000000,0.000000,105.000000,12.000000,12.000000,0.000000,0.000000,0.000000
8131,rgroup_joint_blank,130,2023-04-02,1,9,21.530000,0.000000,0.000000,0.000000,26.000000,5.000000,3.000000,2.392222222222222222222222222,0.000000,0.000000
8132,rgroup_joint_exp_pack,345,2023-04-07,0,221,689.650000,6.060000,46.850000,58.550000,1104.000000,168.000000,164.000000,3.120588235294117647058823529,0.2649321266968325791855203620,0.02742081447963800904977375566
8133,rgroup_joint_blank,260,2023-04-11,1,154,2081.660000,0.000000,113.330000,142.570000,660.000000,169.000000,157.000000,13.51727272727272727272727273,0.9257792207792207792207792208,0.000000
8134,rgroup_joint_blank,353,2023-04-17,1,246,1931.160000,0.000000,103.860000,112.162800,1009.000000,256.000000,232.000000,7.850243902439024390243902439,0.4559463414634146341463414634,0.000000
8135,rgroup_joint_blank,215,2023-04-07,1,44,0.000000,0.000000,0.000000,0.000000,107.000000,20.000000,10.000000,0.000000,0.000000,0.000000
8136,rgroup_joint_blank,68,2023-04-18,1,134,136.110000,0.000000,0.750000,0.750000,361.000000,92.000000,46.000000,1.015746268656716417910447761,0.005597014925373134328358208955,0.000000
8140,rgroup_joint_blank,327,2023-04-08,1,42,110.050000,0.000000,13.790000,14.030000,93.000000,26.000000,21.000000,2.620238095238095238095238095,0.3340476190476190476190476190,0.000000
8141,rgroup_joint_blank,291,2023-04-19,1,25,0.000000,0.000000,0.000000,0.000000,73.000000,9.000000,9.000000,0.000000,0.000000,0.000000
8142,rgroup_joint_exp_pack,343,2023-04-19,0,58,0.000000,0.000000,0.000000,0.000000,168.000000,28.000000,28.000000,0.000000,0.000000,0.000000
8143,rgroup_joint_blank,329,2023-04-03,1,96,721.190000,0.510000,45.530000,50.500000,355.000000,142.000000,129.000000,7.512395833333333333333333333,0.5260416666666666666666666667,0.0053125
8144,rgroup_joint_exp_pack,276,2023-04-10,0,90,206.360000,0.000000,8.370000,8.910000,239.000000,48.000000,48.000000,2.292888888888888888888888889,0.099000,0.000000
8145,rgroup_joint_exp_pack,340,2023-04-14,0,34,0.000000,0.000000,0.000000,0.000000,135.000000,22.000000,22.000000,0.000000,0.000000,0.000000
8146,rgroup_joint_blank,149,2023-04-10,1,117,851.340000,0.000000,21.330000,67.410000,505.000000,108.000000,64.000000,7.276410256410256410256410256,0.5761538461538461538461538462,0.000000
8147,rgroup_joint_blank,75,2023-04-01,1,63,14.600000,0.000000,2.000000,2.030000,289.000000,57.000000,22.000000,0.2317460317460317460317460317,0.03222222222222222222222222222,0.000000
8148,rgroup_joint_blank,291,2023-04-09,1,26,5.000000,0.000000,0.000000,0.256800,47.000000,14.000000,14.000000,0.1923076923076923076923076923,0.009876923076923076923076923077,0.000000
8149,rgroup_joint_blank,72,2023-04-01,1,223,2466.720000,0.670000,274.740000,291.100000,1090.000000,279.000000,236.000000,11.06152466367713004484304933,1.305381165919282511210762332,0.003004484304932735426008968610
8151,rgroup_joint_blank,330,2023-04-14,1,18,0.000000,0.000000,0.000000,0.000000,41.000000,10.000000,10.000000,0.000000,0.000000,0.000000
8152,rgroup_joint_blank,337,2023-04-09,1,52,81.130000,0.000000,14.710000,15.570000,113.000000,24.000000,11.000000,1.560192307692307692307692308,0.2994230769230769230769230769,0.000000
8153,rgroup_joint_blank,333,2023-04-04,1,7,0.000000,0.000000,0.000000,0.000000,14.000000,5.000000,5.000000,0.000000,0.000000,0.000000
8154,rgroup_joint_blank,324,2023-04-01,1,26,43.170000,0.000000,0.000000,0.000000,90.000000,30.000000,21.000000,1.660384615384615384615384615,0.000000,0.000000
8155,rgroup_joint_blank,324,2023-04-19,1,68,127.540000,0.000000,13.810000,14.620000,201.000000,61.000000,36.000000,1.875588235294117647058823529,0.215000,0.000000
8156,rgroup_joint_blank,362,2023-04-09,1,19,130.450000,0.000000,12.430000,13.050000,102.000000,12.000000,12.000000,6.865789473684210526315789474,0.6868421052631578947368421053,0.000000
8157,rgroup_joint_exp_pack,341,2023-04-10,0,115,12.280000,0.000000,0.000000,0.000000,383.000000,70.000000,67.000000,0.1067826086956521739130434783,0.000000,0.000000
8158,rgroup_joint_blank,314,2023-04-17,1,61,887.300000,0.000000,31.060000,46.140000,288.000000,64.000000,64.000000,14.54590163934426229508196721,0.7563934426229508196721311475,0.000000
8160,rgroup_joint_blank,329,2023-04-01,1,68,635.680000,0.000000,26.860000,32.150000,230.000000,93.000000,88.000000,9.348235294117647058823529412,0.4727941176470588235294117647,0.000000
8161,rgroup_joint_blank,327,2023-04-06,1,31,34.040000,0.000000,0.750000,0.750000,65.000000,21.000000,19.000000,1.098064516129032258064516129,0.02419354838709677419354838710,0.000000
8163,rgroup_joint_blank,195,2023-04-02,1,39,87.850000,0.000000,0.000000,0.000000,182.000000,39.000000,27.000000,2.252564102564102564102564103,0.000000,0.000000
8164,rgroup_joint_blank,364,2023-04-04,1,28,406.030000,0.000000,29.610000,30.820000,77.000000,22.000000,22.000000,14.50107142857142857142857143,1.100714285714285714285714286,0.000000
8165,rgroup_joint_blank,338,2023-04-12,1,16,223.350000,0.000000,12.030000,12.030000,48.000000,14.000000,12.000000,13.959375,0.751875,0.000000
8167,rgroup_joint_blank,274,2023-04-12,1,46,1341.930000,0.000000,50.590000,60.720000,166.000000,39.000000,39.000000,29.17239130434782608695652174,1.320000,0.000000
8168,rgroup_joint_blank,277,2023-04-07,1,29,386.940000,0.000000,18.950000,22.340000,143.000000,33.000000,33.000000,13.34275862068965517241379310,0.7703448275862068965517241379,0.000000
8169,rgroup_joint_exp_pack,340,2023-04-03,0,28,0.000000,0.000000,0.000000,0.000000,94.000000,8.000000,8.000000,0.000000,0.000000,0.000000
8170,rgroup_joint_blank,331,2023-04-19,1,20,105.330000,0.000000,5.610000,6.310000,68.000000,18.000000,18.000000,5.266500,0.315500,0.000000
8171,rgroup_joint_blank,352,2023-04-17,1,6,6.300000,0.000000,0.000000,0.000000,28.000000,9.000000,8.000000,1.050000,0.000000,0.000000
8173,rgroup_joint_blank,277,2023-04-11,1,11,161.780000,0.000000,1.060000,2.280000,32.000000,7.000000,7.000000,14.70727272727272727272727273,0.2072727272727272727272727273,0.000000
8174,rgroup_joint_exp_pack,355,2023-04-04,0,143,97.650000,0.000000,0.000000,0.210000,630.000000,100.000000,100.000000,0.6828671328671328671328671329,0.001468531468531468531468531469,0.000000
8175,rgroup_joint_exp_pack,365,2023-04-15,0,100,102.990000,0.000000,4.500000,4.630000,232.000000,58.000000,58.000000,1.029900,0.046300,0.000000
8176,rgroup_joint_blank,209,2023-04-10,1,70,477.020000,0.000000,41.790000,43.250000,287.000000,64.000000,56.000000,6.814571428571428571428571429,0.6178571428571428571428571429,0.000000
8177,rgroup_joint_blank,268,2023-04-08,1,17,79.610000,0.000000,4.500000,4.500000,66.000000,20.000000,20.000000,4.682941176470588235294117647,0.2647058823529411764705882353,0.000000
8178,rgroup_joint_exp_pack,312,2023-04-18,0,102,76.000000,0.000000,0.000000,0.930000,365.000000,50.000000,50.000000,0.7450980392156862745098039216,0.009117647058823529411764705882,0.000000
8179,rgroup_joint_blank,324,2023-04-12,1,32,11.500000,0.000000,0.000000,0.180000,83.000000,31.000000,14.000000,0.359375,0.005625,0.000000
8180,rgroup_joint_blank,217,2023-04-15,1,6,0.000000,0.000000,0.000000,0.000000,26.000000,4.000000,2.000000,0.000000,0.000000,0.000000
8182,rgroup_joint_blank,149,2023-04-07,1,199,1458.900000,0.000000,90.170000,139.390000,889.000000,190.000000,121.000000,7.331155778894472361809045226,0.7004522613065326633165829146,0.000000
8183,rgroup_joint_blank,277,2023-04-16,1,16,117.370000,0.000000,3.580000,5.150000,49.000000,7.000000,7.000000,7.335625,0.321875,0.000000
8184,rgroup_joint_blank,214,2023-04-05,1,15,0.000000,0.000000,0.000000,0.000000,58.000000,7.000000,1.000000,0.000000,0.000000,0.000000
8185,rgroup_joint_blank,325,2023-04-06,1,30,5.500000,0.000000,0.000000,0.000000,77.000000,22.000000,15.000000,0.1833333333333333333333333333,0.000000,0.000000
8186,rgroup_joint_exp_pack,218,2023-04-17,0,37,0.000000,0.000000,0.000000,0.000000,141.000000,12.000000,10.000000,0.000000,0.000000,0.000000
8187,rgroup_joint_blank,324,2023-04-05,1,98,129.200000,0.000000,2.110000,2.790000,336.000000,107.000000,62.000000,1.318367346938775510204081633,0.02846938775510204081632653061,0.000000
8188,rgroup_joint_blank,208,2023-04-12,1,28,84.240000,0.000000,11.820000,12.000000,72.000000,30.000000,19.000000,3.008571428571428571428571429,0.4285714285714285714285714286,0.000000
8189,rgroup_joint_blank,128,2023-04-02,1,16,61.960000,0.000000,3.000000,3.000000,63.000000,7.000000,4.000000,3.872500,0.187500,0.000000
8190,rgroup_joint_exp_pack,340,2023-04-12,0,34,0.000000,0.000000,0.000000,0.000000,105.000000,14.000000,14.000000,0.000000,0.000000,0.000000
8191,rgroup_joint_blank,77,2023-04-11,1,23,0.000000,0.000000,0.000000,0.000000,77.000000,11.000000,3.000000,0.000000,0.000000,0.000000
8192,rgroup_joint_blank,207,2023-04-10,1,38,32.570000,0.000000,5.300000,5.480000,148.000000,24.000000,14.000000,0.8571052631578947368421052632,0.1442105263157894736842105263,0.000000
8193,rgroup_joint_blank,275,2023-04-16,1,24,174.140000,3.230000,16.410000,17.030000,101.000000,17.000000,17.000000,7.255833333333333333333333333,0.7095833333333333333333333333,0.1345833333333333333333333333
8194,rgroup_joint_blank,363,2023-04-15,1,42,420.740000,0.000000,21.740000,24.800000,153.000000,57.000000,57.000000,10.01761904761904761904761905,0.5904761904761904761904761905,0.000000
8195,rgroup_joint_blank,210,2023-04-13,1,16,0.000000,0.000000,0.000000,0.000000,68.000000,10.000000,5.000000,0.000000,0.000000,0.000000
8196,rgroup_joint_blank,215,2023-04-19,1,29,0.000000,0.000000,0.000000,0.000000,68.000000,16.000000,9.000000,0.000000,0.000000,0.000000
8197,rgroup_joint_blank,218,2023-04-08,1,1,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8198,rgroup_joint_blank,321,2023-04-02,1,52,319.650000,0.000000,14.650000,14.850000,198.000000,57.000000,54.000000,6.147115384615384615384615385,0.2855769230769230769230769231,0.000000
8199,rgroup_joint_blank,290,2023-04-12,1,14,0.000000,0.000000,0.000000,0.000000,38.000000,2.000000,2.000000,0.000000,0.000000,0.000000
8200,rgroup_joint_blank,331,2023-04-14,1,13,17.020000,0.000000,0.000000,0.000000,41.000000,6.000000,6.000000,1.309230769230769230769230769,0.000000,0.000000
