,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
12137,rgroup_joint_exp_pack,66,2023-04-10,0,5596,21341.320000,71.760000,2921.930000,3028.382700,21625.000000,3541.000000,1956.000000,3.813674052894924946390278771,0.5411691744102930664760543245,0.01282344531808434596140100071
12138,rgroup_joint_exp_pack,207,2023-04-11,0,890,470.690000,2.010000,31.870000,33.170000,3328.000000,556.000000,369.000000,0.5288651685393258426966292135,0.03726966292134831460674157303,0.002258426966292134831460674157
12140,rgroup_joint_exp_pack,291,2023-04-08,0,464,360.740000,0.750000,15.750000,16.670000,1196.000000,272.000000,272.000000,0.7774568965517241379310344828,0.03592672413793103448275862069,0.001616379310344827586206896552
12142,rgroup_joint_blank,177,2023-04-10,1,769,4868.420000,0.840000,290.640000,309.600000,3161.000000,738.000000,469.000000,6.330845253576072821846553966,0.4026007802340702210663198960,0.001092327698309492847854356307
12145,rgroup_joint_exp_pack,91,2023-04-15,0,77267,897468.450000,6618.950000,60538.820000,65725.157400,402220.000000,106218.000000,80553.000000,11.61515847645178407340779375,0.8506239067130857934176297773,0.08566334916587935341089986670
12146,rgroup_joint_exp_pack,103,2023-04-01,0,18385,125687.060000,1127.950000,12685.170000,13000.099600,91890.000000,22182.000000,17519.000000,6.836391623606200707098177862,0.7071035953222735926026652162,0.06135164536306771824857220560
12147,rgroup_joint_exp_pack,162,2023-04-15,0,22014,341504.950000,4145.280000,21541.060000,38024.764900,97877.000000,22528.000000,21654.000000,15.51308031252839102389388571,1.727299214136458617243572272,0.1883019896429544835104933224
12148,rgroup_joint_blank,199,2023-04-04,1,463,1982.640000,0.000000,80.610000,87.930000,2003.000000,587.000000,447.000000,4.282159827213822894168466523,0.1899136069114470842332613391,0.000000
12150,rgroup_joint_blank,160,2023-04-19,1,2268,33196.570000,21.150000,1402.170000,2679.002600,9882.000000,2483.000000,2406.000000,14.63693562610229276895943563,1.181218077601410934744268078,0.009325396825396825396825396825
12153,rgroup_joint_blank,318,2023-04-16,1,178,1286.100000,0.640000,82.720000,88.900000,799.000000,209.000000,168.000000,7.225280898876404494382022472,0.4994382022471910112359550562,0.003595505617977528089887640449
12156,rgroup_joint_exp_pack,86,2023-04-02,0,209776,3794425.990000,195193.910000,373792.250000,518529.440000,899283.000000,246333.000000,220532.000000,18.08798904545801235603691557,2.471824422240866448020745939,0.9304873293417740828312104340
12157,rgroup_joint_exp_pack,61,2023-04-09,0,33629,395965.960000,5073.450000,45286.450000,48112.916400,170464.000000,36391.000000,27829.000000,11.77453864224330191204020340,1.430697207767105771804097654,0.1508653245710547444170210235
12158,rgroup_joint_exp_pack,177,2023-04-01,0,28814,165926.520000,2435.810000,14115.930000,14772.334500,132888.000000,29829.000000,20394.000000,5.758538210592073297702505726,0.5126790622614007079891719303,0.08453564239605747206219199000
12159,rgroup_joint_exp_pack,311,2023-04-05,0,3640,45166.430000,538.430000,2047.260000,2868.060000,16027.000000,4098.000000,3953.000000,12.40835989010989010989010989,0.7879285714285714285714285714,0.1479203296703296703296703297
12160,rgroup_joint_exp_pack,140,2023-04-17,0,33755,522131.400000,12130.390000,30261.310000,34884.658300,152687.000000,42232.000000,37216.000000,15.46826840468078803140275515,1.033466399051992297437416679,0.3593657235965042215968004740
12164,rgroup_joint_blank,258,2023-04-08,1,1415,17644.050000,38.080000,981.980000,1404.470000,6668.000000,1808.000000,1778.000000,12.46929328621908127208480565,0.9925583038869257950530035336,0.02691166077738515901060070671
12165,rgroup_joint_blank,140,2023-04-11,1,672,9711.730000,1.210000,305.380000,388.010000,3002.000000,812.000000,712.000000,14.45197916666666666666666667,0.5773958333333333333333333333,0.001800595238095238095238095238
12171,rgroup_joint_exp_pack,196,2023-04-05,0,17621,122030.790000,1161.550000,6097.950000,6655.081900,76706.000000,18557.000000,12987.000000,6.925304466261846660234946938,0.3776790136768628341183814766,0.06591850632767720333692752965
12172,rgroup_joint_exp_pack,124,2023-04-07,0,27700,268699.740000,8860.500000,21297.430000,22813.073300,121135.000000,28313.000000,22449.000000,9.700351624548736462093862816,0.8235766534296028880866425993,0.3198736462093862815884476534
12173,rgroup_joint_exp_pack,212,2023-04-10,0,1161,5.000000,0.000000,0.000000,0.160000,2995.000000,559.000000,146.000000,0.004306632213608957795004306632,0.0001378122308354866494401378122,0.000000
12174,rgroup_joint_exp_pack,254,2023-04-07,0,42034,621328.890000,29138.890000,58243.940000,86872.780900,187369.000000,50950.000000,49394.000000,14.78157895988961317029071704,2.066726480943997716134557739,0.6932219155921396964362182995
12178,rgroup_joint_exp_pack,252,2023-04-16,0,4279,12572.520000,134.080000,1166.380000,1209.730000,17533.000000,3869.000000,1671.000000,2.938191166160317831268988081,0.2827132507595232530965178780,0.03133442393082495910259406403
12180,rgroup_joint_exp_pack,328,2023-04-08,0,5282,14339.960000,78.820000,1244.520000,1345.738500,16487.000000,5231.000000,2936.000000,2.714873154108292313517606967,0.2547782090117379780386217342,0.01492237788716395304808784551
12181,rgroup_joint_blank,271,2023-04-06,1,313,6231.720000,20.000000,211.050000,306.080000,1381.000000,392.000000,381.000000,19.90964856230031948881789137,0.9778913738019169329073482428,0.06389776357827476038338658147
12182,rgroup_joint_exp_pack,312,2023-04-12,0,101,239.300000,0.000000,18.290000,19.190000,399.000000,61.000000,61.000000,2.369306930693069306930693069,0.190000,0.000000
12185,rgroup_joint_exp_pack,124,2023-04-17,0,23849,236941.510000,5427.500000,15635.130000,17131.300300,102482.000000,23706.000000,19060.000000,9.935071072162354815715543629,0.7183236320181139670426432974,0.2275776762128391127510587446
12186,rgroup_joint_exp_pack,42,2023-04-19,0,32463,474483.020000,22634.710000,45283.780000,61040.184000,138520.000000,33286.000000,29379.000000,14.61611742599266857653328405,1.880300157101931429627576010,0.6972464035979422727412746819
12187,rgroup_joint_exp_pack,158,2023-04-13,0,68410,1514508.970000,20459.730000,93929.630000,176647.993100,313771.000000,76884.000000,73757.000000,22.13870735272620961847683087,2.582195484578278029527846806,0.2990751352141499780733810846
12188,rgroup_joint_exp_pack,71,2023-04-02,0,26516,221610.340000,6426.900000,21673.650000,23284.820500,110786.000000,25139.000000,19667.000000,8.357608236536430834213305174,0.8781422725901342585608689093,0.2423781867551666918087192638
12193,rgroup_joint_blank,265,2023-04-15,1,436,3172.260000,0.570000,162.670000,188.040000,1386.000000,545.000000,501.000000,7.275825688073394495412844037,0.4312844036697247706422018349,0.001307339449541284403669724771
12197,rgroup_joint_exp_pack,26,2023-04-15,0,137104,1902407.700000,57937.890000,191025.990000,224400.147600,559050.000000,130522.000000,116489.000000,13.87565424787022989847123352,1.636714812113432139106080056,0.4225835132454195355350682693
12198,rgroup_joint_exp_pack,85,2023-04-13,0,149760,3272780.830000,163410.950000,265058.390000,321145.218100,606788.000000,155952.000000,147884.000000,21.85350447382478632478632479,2.144399159321581196581196581,1.091152176816239316239316239
12199,rgroup_joint_exp_pack,38,2023-04-01,0,149032,2317510.570000,98918.770000,248816.650000,297302.055200,698037.000000,163043.000000,130938.000000,15.55042252670567394921895969,1.994887374523592248644586398,0.6637418138386386816254227280
12200,rgroup_joint_exp_pack,254,2023-04-02,0,47304,652087.450000,9704.140000,41305.070000,69713.150400,210407.000000,57074.000000,55230.000000,13.78503826314899374260104854,1.473726331811263318112633181,0.2051441738542195163199729410
12201,rgroup_joint_exp_pack,91,2023-04-06,0,56956,632079.460000,3795.680000,30828.310000,34608.305100,252762.000000,62729.000000,43079.000000,11.09767996348058150150993750,0.6076322968607346021490273193,0.06664232038766767329166374043
12202,rgroup_joint_exp_pack,49,2023-04-13,0,43922,557687.090000,42402.980000,60126.480000,69289.531300,173314.000000,43585.000000,34364.000000,12.69721529074268020581940713,1.577558656254268931287282000,0.9654155093119621146578024680
12203,rgroup_joint_blank,153,2023-04-10,1,3429,63933.240000,49.840000,3373.830000,4059.760000,16368.000000,4308.000000,4118.000000,18.64486439195100612423447069,1.183948673082531350247885681,0.01453484981044036162146398367
12205,rgroup_joint_exp_pack,271,2023-04-12,0,5616,105900.960000,3102.240000,6493.440000,8252.879500,26115.000000,6859.000000,6735.000000,18.85700854700854700854700855,1.469529825498575498575498575,0.5523931623931623931623931624
12206,rgroup_joint_exp_pack,96,2023-04-12,0,26460,250202.030000,16684.380000,24889.620000,27127.237200,114695.000000,26607.000000,18499.000000,9.455859032501889644746787604,1.025216825396825396825396825,0.6305510204081632653061224490
12207,rgroup_joint_blank,68,2023-04-07,1,248,223.090000,0.000000,20.810000,20.810000,687.000000,164.000000,91.000000,0.8995564516129032258064516129,0.08391129032258064516129032258,0.000000
12208,rgroup_joint_blank,148,2023-04-15,1,1200,11977.130000,1.920000,682.800000,789.014600,5168.000000,1191.000000,872.000000,9.980941666666666666666666667,0.6575121666666666666666666667,0.001600
12209,rgroup_joint_blank,13,2023-04-13,1,8592,165974.490000,2664.770000,10633.320000,13003.535700,41166.000000,9887.000000,9157.000000,19.31732891061452513966480447,1.513446892458100558659217877,0.3101454841713221601489757914
12212,rgroup_joint_exp_pack,347,2023-04-06,0,215,283.880000,2.040000,19.940000,21.200000,598.000000,166.000000,166.000000,1.320372093023255813953488372,0.09860465116279069767441860465,0.009488372093023255813953488372
12213,rgroup_joint_blank,360,2023-04-14,1,218,5020.730000,0.270000,161.620000,210.700000,963.000000,205.000000,205.000000,23.03087155963302752293577982,0.9665137614678899082568807339,0.001238532110091743119266055046
12214,rgroup_joint_exp_pack,325,2023-04-14,0,919,1713.020000,36.340000,200.850000,211.980000,2549.000000,875.000000,652.000000,1.864004352557127312295973885,0.2306637649619151251360174102,0.03954298150163220892274211099
12215,rgroup_joint_blank,269,2023-04-14,1,371,6792.490000,0.000000,276.480000,381.920000,1699.000000,429.000000,413.000000,18.30859838274932614555256065,1.029433962264150943396226415,0.000000
12216,rgroup_joint_exp_pack,38,2023-04-15,0,128380,2044886.480000,50915.730000,169189.450000,205259.263200,564847.000000,126723.000000,104425.000000,15.92838822246455834242093784,1.598841433245053746689515501,0.3966017292413148465493067456
12218,rgroup_joint_exp_pack,253,2023-04-02,0,55108,785576.070000,5872.070000,47691.600000,77295.813900,265281.000000,71671.000000,68067.000000,14.25520922552079552877985048,1.402624190680119038978006823,0.1065556724976409958626696668
12219,rgroup_joint_exp_pack,163,2023-04-05,0,11306,76085.610000,58.530000,4895.280000,5567.574100,50566.000000,11790.000000,9198.000000,6.729666548735184857597735716,0.4924441977710949938085972050,0.005176897222713603396426676101
12220,rgroup_joint_exp_pack,66,2023-04-09,0,6813,29768.980000,359.790000,5319.810000,5478.120000,27040.000000,4703.000000,2635.000000,4.369437839424629384999266109,0.8040686922060766182298546896,0.05280933509467195068251871422
12222,rgroup_joint_exp_pack,320,2023-04-16,0,7380,58363.240000,1137.300000,4510.420000,4860.892900,21171.000000,7471.000000,6014.000000,7.908298102981029810298102981,0.6586575745257452574525745257,0.1541056910569105691056910569
12223,rgroup_joint_exp_pack,197,2023-04-04,0,9388,9656.480000,19.740000,435.940000,485.250000,37689.000000,7903.000000,3050.000000,1.028598210481465700894759267,0.05168832552194290583723902855,0.002102684277801448657861099276
12224,rgroup_joint_exp_pack,128,2023-04-06,0,1854,1062.110000,40.620000,87.480000,90.150000,6825.000000,1214.000000,539.000000,0.5728748651564185544768069040,0.04862459546925566343042071197,0.02190938511326860841423948220
12225,rgroup_joint_blank,226,2023-04-15,1,1930,30047.880000,11.240000,1432.650000,2273.303800,9109.000000,2699.000000,2647.000000,15.56884974093264248704663212,1.177877616580310880829015544,0.005823834196891191709844559585
12227,rgroup_joint_exp_pack,275,2023-04-09,0,691,8563.700000,167.770000,598.200000,644.020000,2822.000000,630.000000,630.000000,12.39319826338639652677279305,0.9320115774240231548480463097,0.2427930535455861070911722142
12228,rgroup_joint_exp_pack,195,2023-04-08,0,4305,9860.520000,194.680000,889.690000,904.674000,18307.000000,4140.000000,2254.000000,2.290480836236933797909407666,0.2101449477351916376306620209,0.04522183507549361207897793264
12229,rgroup_joint_blank,222,2023-04-16,1,895,10045.570000,0.000000,753.570000,817.680000,4034.000000,920.000000,769.000000,11.22410055865921787709497207,0.9136089385474860335195530726,0.000000
12230,rgroup_joint_exp_pack,344,2023-04-18,0,682,1470.630000,13.200000,78.400000,87.510000,2722.000000,539.000000,279.000000,2.156348973607038123167155425,0.1283137829912023460410557185,0.01935483870967741935483870968
12231,rgroup_joint_blank,64,2023-04-08,1,396,3214.720000,0.000000,528.560000,569.759500,1743.000000,354.000000,279.000000,8.117979797979797979797979798,1.438786616161616161616161616,0.000000
12235,rgroup_joint_exp_pack,8,2023-04-05,0,139475,1050134.430000,13045.780000,58748.840000,72138.620000,533359.000000,92306.000000,63445.000000,7.529194694389675569098404732,0.5172154149489155762681484137,0.09353489872737049650474995519
12236,rgroup_joint_exp_pack,256,2023-04-03,0,27425,460663.510000,20345.530000,35085.090000,42072.238300,114453.000000,31442.000000,30728.000000,16.79721093892433910665451231,1.534083438468550592525068368,0.7418607110300820419325432999
12239,rgroup_joint_blank,261,2023-04-01,1,203,1957.260000,0.000000,113.560000,131.140000,956.000000,252.000000,240.000000,9.641674876847290640394088670,0.6460098522167487684729064039,0.000000
12240,rgroup_joint_blank,119,2023-04-16,1,305,2435.730000,0.000000,121.810000,132.360000,1312.000000,302.000000,254.000000,7.986000,0.4339672131147540983606557377,0.000000
12242,rgroup_joint_exp_pack,346,2023-04-01,0,5763,48512.690000,242.310000,2890.770000,3048.620000,29062.000000,8370.000000,7946.000000,8.417957660940482387645323616,0.5289987853548499045635953496,0.04204580947423217074440395627
12243,rgroup_joint_exp_pack,315,2023-04-18,0,1392,14607.600000,45.200000,581.070000,613.750000,6430.000000,1778.000000,1778.000000,10.49396551724137931034482759,0.4409123563218390804597701149,0.03247126436781609195402298851
12247,rgroup_joint_blank,52,2023-04-13,1,1239,20665.360000,167.560000,1742.000000,1917.328600,6097.000000,1379.000000,1211.000000,16.67906376109765940274414851,1.547480710250201775625504439,0.1352380952380952380952380952
12249,rgroup_joint_blank,33,2023-04-09,1,7258,136478.830000,126.060000,7843.940000,9982.321900,29623.000000,7117.000000,6656.000000,18.80391705704050702672912648,1.375354353816478368696610637,0.01736842105263157894736842105
12250,rgroup_joint_exp_pack,78,2023-04-03,0,39345,311595.760000,1191.160000,18326.530000,20448.781300,188007.000000,47535.000000,38706.000000,7.919577074596517981954505020,0.5197301131020460033041047147,0.03027474901512263311729571737
12251,rgroup_joint_exp_pack,61,2023-04-06,0,28787,271732.000000,6473.840000,20835.600000,22652.776100,132631.000000,30054.000000,21699.000000,9.439399729044360301524993921,0.7869099280925417723277868482,0.2248876228853301837635043596
12255,rgroup_joint_exp_pack,350,2023-04-01,0,6276,62668.710000,638.370000,5206.340000,5577.416600,28336.000000,7183.000000,6120.000000,9.985454110898661567877629063,0.8886897068196303377947737412,0.1017160611854684512428298279
12256,rgroup_joint_exp_pack,350,2023-04-16,0,5878,56474.450000,1099.570000,5184.070000,5540.367400,26168.000000,6741.000000,5656.000000,9.607766247022796869683565839,0.9425599523647499149370534195,0.1870653283429738006124532154
12257,rgroup_joint_blank,64,2023-04-05,1,350,3538.170000,0.270000,265.930000,299.390000,1542.000000,337.000000,261.000000,10.10905714285714285714285714,0.855400,0.0007714285714285714285714285714
